Title;Ingenio;URL;Authors;Abstract
Estimation of Distribution Algorithms for Decision-Tree Induction;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000426929700262;"Cagnini, HEL; Barros, RC and Basgalupp, MP";Decision trees are one of the most widely employed classification models, mainly due to their capability of being properly interpreted and understood by the domain specialist. However, decision-tree induction algorithms have limitations due to the typical recursive top-down greedy search they implement. Such local search may often lead to quality loss while the partitioning process occurs, gene
Blocked Stochastic sampling versus estimation of distribution algorithms;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000180919800237;Santana, R and Mühlenbein, H;The Boltzmann distribution is a good candidate for a search distribution for optimization problems. In this paper we compare two methods to approximate the Boltzmann distribution-Estimation of Distribution Algorithm's (EDA) and Markov Chain Monte Carlo methods (MCMC). It turns out that in the space of binary functions even blocked MCMC methods outperform EDA on a small class of problems only. I
Diversity loss in general estimation of distribution algorithms;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000241446400010;Shapiro, JL;"Add this journal to your reviewer interest list.  Add Journal|A very general class of EDAs is defined, on which universal results on the rate of diversity loss can be derived. This EDA class, denoted SML-EDA, requires two restrictions: 1) in each generation, the new probability model is build using only data sampled from the current probability model; and 2) maximum likelihood is used to set model parameters. This class is very general; it includes simple"
Estimation of distribution algorithms on non-separable problems;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000273011900002;Agapie, A;Add this journal to your reviewer interest list.  Add Journal|The evolutionary algorithms discussed in this paper do not use crossover, nor mutation. Instead, they estimate and evolve a marginal probability distribution, the only distribution responsible for generating new populations of chromosomes. So far, the analysis of this class of algorithms was confined to proportional selection and additive decomposable functions. Dropping both assumptions, we co
Increasing Boosting Effectiveness with Estimation of Distribution Algorithms;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000451175500083;"Cagnini, HEL; Basgalupp, MP and Barros, RC";Ensemble learning is the machine learning paradigm that aims at integrating several base learners into a single system under the assumption that the collective consensus outperforms a single strong learner, be it regarding effectiveness, efficiency, or any other problem-specific metric. Ensemble learning comprises three main phases: generation, selection, and integration, and there are several
Solving Order/Degree Problems by Using EDA-GK;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000625865500013;Handa, H and Hasegawa, R;The Estimation of Distribution Algorithms with Graph Kernels called EDA-GK is an extension of the Estimation of Distribution Algorithms to cope with graph-related problems. The individuals of the EDA-GK are represented by graphs. In this paper, the EDA-GK is applied to solve for the Order/Degree problems, which are an NP-hard problem and are a benchmark problem in graph theory studies. Experime
A Mahalanobis Distance-based Fitness Approximation Method for Estimation of Distribution Algorithms in Solving Expensive Optimization Problems;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000521353901106;"Liang, YS; Ren, ZG;  (...); Pang, B";Fitness approximation methods have been widely employed in evolutionary algorithms to reduce the number of fitness evaluations in solving expensive optimization problems. As a simple and efficient approximation approach, k-nearest neighbors (kNN) estimates the fitness value of an unknown solution by combining the fitness values of its nearest neighbors according to a similarity measure. kNN gen
The importance of implementation details and parameter settings in black-box optimization: a case study on Gaussian estimation-of-distribution algorithms and circles-in-a-square packing problems;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000426566200013;Bosman, PAN and Gallagher, M;Add this journal to your reviewer interest list.  Add Journal|We consider a scalable problem that has strong ties with real-world problems, can be compactly formulated and efficiently evaluated, yet is not trivial to solve and has interesting characteristics that differ from most commonly used benchmark problems: packing n circles in a square (CiaS). Recently, a first study that used basic Gaussian EDAs indicated that typically suggested algorithmic param
A Probabilistic Graphical Model For Estimation of Distribution Algorithms;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000288148500003;Ding, CC and Liu, YC;we consider the topic of building a probability model - a Bayesian network - from a given set of data. When there is no additive composition known for the given problem, the dependencies of the variables can be learned from the data set. In the context of Estimation of Distribution algorithm, learning a Bayesian Network from the selected population and then sampling from this model are the basi
Constrained optimization problem solving using estimation of distribution algorithms;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000222818400041;"Simionescu, PA; Beale, DG and Dozier, GV";Two variants of Estimation of Distribution Algorithm (EDA) are tested against solving several continuous optimization problems with constraints. Numerical experiments are conducted and comparison is made between constraint handling using several types of penalty and repair operators in case of both elitist and non-elitist implementations of the EDA's. Graphical display and animations of represe
Use of Graph Kernels in Estimation of Distribution Algorithms;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000312859301007;Handa, H;The graph-related problems, which solutions are represented by graphs, have attracted much attention since there are a large number of application areas in bioinformatics and social science. In this paper, we propose a novel Estimation of Distribution Algorithm which can effectively cope with graphs. The proposed method employs graph kernels in estimation and sampling phases in the EDAs. The pr
